Description,category,group,subcategory,size.group,size.overlap.category,size.category,size.overlap.term,size.term,k.K,p.adjust,qvalue,ENTREZIDs,SYMBOLs,ENSEMBLIDs
GOBP_IN_UTERO_EMBRYONIC_DEVELOPMENT,C5,AntiIL5,GO:BP,36,31,17949,1,335,0.0029850746268656717,0.4790790116019755,0.3502388889123249,7784,ZP3,ENSG00000188372
GOBP_DEFENSE_RESPONSE_TO_BACTERIUM,C5,AntiIL5,GO:BP,36,31,17949,1,337,0.002967359050445104,0.4805520535797637,0.3513157813937897,8349,H2BC21,ENSG00000184678
GOBP_VESICLE_ORGANIZATION,C5,AntiIL5,GO:BP,36,31,17949,1,339,0.0029498525073746312,0.4820139283686448,0.35238450991118936,4600,MX2,ENSG00000183486
GOBP_NEURON_DEATH,C5,AntiIL5,GO:BP,36,31,17949,1,341,0.002932551319648094,0.48346470466615943,0.3534451246870335,8326,FZD9,ENSG00000188763
GOBP_NUCLEAR_TRANSPORT,C5,AntiIL5,GO:BP,36,31,17949,1,343,0.0029154518950437317,0.4849044507258934,0.3544976756192711,4600,MX2,ENSG00000183486
GOBP_NEGATIVE_REGULATION_OF_PROTEOLYSIS,C5,AntiIL5,GO:BP,36,31,17949,1,344,0.0029069767441860465,0.4852947259116777,0.35478299295551186,1293,COL6A3,ENSG00000163359
GOBP_NEGATIVE_REGULATION_OF_ORGANELLE_ORGANIZATION,C5,AntiIL5,GO:BP,36,31,17949,1,345,0.002898550724637681,0.48568218585417544,0.3550662521600942,8326,FZD9,ENSG00000188763
GOBP_GLYCOPROTEIN_BIOSYNTHETIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,346,0.002890173410404624,0.48606684475692874,0.35534746361675984,2673,GFPT1,ENSG00000198380
GOBP_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY,C5,AntiIL5,GO:BP,36,31,17949,1,348,0.0028735632183908046,0.48747778623716054,0.3563789564694821,8326,FZD9,ENSG00000188763
GOBP_REGULATION_OF_INTRACELLULAR_TRANSPORT,C5,AntiIL5,GO:BP,36,31,17949,1,349,0.0028653295128939827,0.48785376159960536,0.35665381967578447,4600,MX2,ENSG00000183486
GOBP_RESPONSE_TO_METAL_ION,C5,AntiIL5,GO:BP,36,31,17949,1,351,0.002849002849002849,0.4892480788841472,0.3576731591264864,6262,RYR2,ENSG00000198626
GOBP_REGULATION_OF_DNA_METABOLIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,353,0.0028328611898017,0.4906317343664924,0.3586847040847044,83666,PARP9,ENSG00000138496
GOBP_CELLULAR_PROCESS_INVOLVED_IN_REPRODUCTION_IN_MULTICELLULAR_ORGANISM,C5,AntiIL5,GO:BP,36,31,17949,1,357,0.0028011204481792717,0.49402252318082757,0.361163598125372,7784,ZP3,ENSG00000188372
GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,359,0.002785515320334262,0.49537550788271123,0.36215272068600884,8326,FZD9,ENSG00000188763
GOBP_EPIDERMAL_CELL_DIFFERENTIATION,C5,AntiIL5,GO:BP,36,31,17949,1,360,0.002777777777777778,0.495719580387415,0.3624042607636044,79955,PDZD7,ENSG00000186862
GOBP_MUSCLE_CELL_DIFFERENTIATION,C5,AntiIL5,GO:BP,36,31,17949,1,362,0.0027624309392265192,0.4970565103641741,0.36338164624339797,3627,CXCL10,ENSG00000169245
GOBP_LEUKOCYTE_CELL_CELL_ADHESION,C5,AntiIL5,GO:BP,36,31,17949,1,366,0.00273224043715847,0.49838448821890896,0.3643524871215806,7784,ZP3,ENSG00000188372
GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE,C5,AntiIL5,GO:BP,36,31,17949,1,366,0.00273224043715847,0.49838448821890896,0.3643524871215806,7784,ZP3,ENSG00000188372
GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY,C5,AntiIL5,GO:BP,36,31,17949,1,365,0.0027397260273972603,0.49838448821890896,0.3643524871215806,8326,FZD9,ENSG00000188763
GOBP_TISSUE_MIGRATION,C5,AntiIL5,GO:BP,36,31,17949,1,365,0.0027397260273972603,0.49838448821890896,0.3643524871215806,55333,SYNJ2BP,ENSG00000213463
GOBP_SENSORY_SYSTEM_DEVELOPMENT,C5,AntiIL5,GO:BP,36,31,17949,1,369,0.0027100271002710027,0.5006661365149337,0.36602052505423033,8820,HESX1,ENSG00000163666
GOBP_MUSCLE_TISSUE_DEVELOPMENT,C5,AntiIL5,GO:BP,36,31,17949,1,371,0.0026954177897574125,0.5019558975649558,0.36696342688499856,6262,RYR2,ENSG00000198626
GOBP_PEPTIDYL_TYROSINE_MODIFICATION,C5,AntiIL5,GO:BP,36,31,17949,1,372,0.002688172043010753,0.5022676640916182,0.3671913491259106,83666,PARP9,ENSG00000138496
GOBP_ALCOHOL_METABOLIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,373,0.002680965147453083,0.5025769616870229,0.3674174664124843,553,AVPR1B,ENSG00000198049
GOBP_ORGANIC_ANION_TRANSPORT,C5,AntiIL5,GO:BP,36,31,17949,1,376,0.0026595744680851063,0.5048064787522045,0.36904739291898925,553,AVPR1B,ENSG00000198049
GOBP_NEGATIVE_REGULATION_OF_LOCOMOTION,C5,AntiIL5,GO:BP,36,31,17949,1,377,0.002652519893899204,0.5051050876661938,0.36926569606256715,55333,SYNJ2BP,ENSG00000213463
GOBP_SULFUR_COMPOUND_METABOLIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,378,0.0026455026455026454,0.5054012851538265,0.3694822362917462,53405,CLIC5,ENSG00000112782
GOBP_RESPONSE_TO_OXYGEN_LEVELS,C5,AntiIL5,GO:BP,36,31,17949,1,384,0.0026041666666666665,0.5104301215168756,0.3731586529530119,6262,RYR2,ENSG00000198626
GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,389,0.002570694087403599,0.5144549984728666,0.37610110795299473,6262,RYR2,ENSG00000198626
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE,C5,AntiIL5,GO:BP,36,31,17949,1,395,0.002531645569620253,0.519353340811919,0.37968212473059315,8326,FZD9,ENSG00000188763
GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION,C5,AntiIL5,GO:BP,36,31,17949,1,396,0.0025252525252525255,0.5196007380380887,0.3798629886956495,1293,COL6A3,ENSG00000163359
GOBP_OSSIFICATION,C5,AntiIL5,GO:BP,36,31,17949,1,399,0.002506265664160401,0.5216777008474482,0.38138138780946146,8326,FZD9,ENSG00000188763
GOBP_PEPTIDE_SECRETION,C5,AntiIL5,GO:BP,36,31,17949,1,401,0.0024937655860349127,0.5228259865474046,0.38222086167069746,91543,RSAD2,ENSG00000134321
GOBP_POSITIVE_REGULATION_OF_CELL_ACTIVATION,C5,AntiIL5,GO:BP,36,31,17949,1,405,0.0024691358024691358,0.5257734688903957,0.3843756689486158,7784,ZP3,ENSG00000188372
GOBP_GLAND_DEVELOPMENT,C5,AntiIL5,GO:BP,36,31,17949,1,413,0.002421307506053269,0.5322577444296939,0.38911610926281587,8820,HESX1,ENSG00000163666
GOBP_REGULATION_OF_HEMOPOIESIS,C5,AntiIL5,GO:BP,36,31,17949,1,415,0.0024096385542168677,0.5333449545498383,0.38991093277892097,8370,H4C14,ENSG00000270882
GOBP_GLYCOPROTEIN_METABOLIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,419,0.002386634844868735,0.5354928701168149,0.3914812031172934,2673,GFPT1,ENSG00000198380
GOBP_MYELOID_CELL_DIFFERENTIATION,C5,AntiIL5,GO:BP,36,31,17949,1,419,0.002386634844868735,0.5354928701168149,0.3914812031172934,8370,H4C14,ENSG00000270882
GOBP_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT,C5,AntiIL5,GO:BP,36,31,17949,1,422,0.002369668246445498,0.5374255520121312,0.39289412320613865,163175,LGI4,ENSG00000153902
GOBP_CELL_JUNCTION_ASSEMBLY,C5,AntiIL5,GO:BP,36,31,17949,1,425,0.002352941176470588,0.5386492885333896,0.3937887566781703,23136,EPB41L3,ENSG00000082397
GOBP_POSITIVE_REGULATION_OF_CELL_ADHESION,C5,AntiIL5,GO:BP,36,31,17949,1,425,0.002352941176470588,0.5386492885333896,0.3937887566781703,7784,ZP3,ENSG00000188372
GOBP_EPITHELIAL_CELL_PROLIFERATION,C5,AntiIL5,GO:BP,36,31,17949,1,428,0.002336448598130841,0.5398534773779258,0.39466909948747175,55333,SYNJ2BP,ENSG00000213463
GOBP_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT,C5,AntiIL5,GO:BP,36,31,17949,1,428,0.002336448598130841,0.5398534773779258,0.39466909948747175,50674,NEUROG3,ENSG00000122859
GOBP_ESTABLISHMENT_OF_ORGANELLE_LOCALIZATION,C5,AntiIL5,GO:BP,36,31,17949,1,431,0.002320185614849188,0.5410383336954642,0.39553530892292094,4600,MX2,ENSG00000183486
GOBP_SMALL_MOLECULE_CATABOLIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,431,0.002320185614849188,0.5410383336954642,0.39553530892292094,200315/200315,APOBEC3A/APOBEC3A,ENSG00000128383/ENSG00000262156
GOBP_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,436,0.0022935779816513763,0.5445825818353681,0.398126392022969,553,AVPR1B,ENSG00000198049
GOBP_REGULATION_OF_CELL_CELL_ADHESION,C5,AntiIL5,GO:BP,36,31,17949,1,437,0.002288329519450801,0.5447317123709139,0.3982354164465141,7784,ZP3,ENSG00000188372
GOBP_NEGATIVE_REGULATION_OF_TRANSPORT,C5,AntiIL5,GO:BP,36,31,17949,1,438,0.00228310502283105,0.5448790253277617,0.3983431120981274,91543,RSAD2,ENSG00000134321
GOBP_RESPONSE_TO_RADIATION,C5,AntiIL5,GO:BP,36,31,17949,1,446,0.002242152466367713,0.550837246634108,0.4026989714860194,3627,CXCL10,ENSG00000169245
GOBP_REGULATION_OF_PEPTIDASE_ACTIVITY,C5,AntiIL5,GO:BP,36,31,17949,1,453,0.002207505518763797,0.5558760478542735,0.4063826731261718,1293,COL6A3,ENSG00000163359
GOBP_PURINE_CONTAINING_COMPOUND_METABOLIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,459,0.002178649237472767,0.560029229240027,0.4094189272695826,2766,GMPR,ENSG00000137198
GOBP_EPIDERMIS_DEVELOPMENT,C5,AntiIL5,GO:BP,36,31,17949,1,463,0.0021598272138228943,0.5625276815551812,0.4112454634810815,79955,PDZD7,ENSG00000186862
GOBP_ANATOMICAL_STRUCTURE_HOMEOSTASIS,C5,AntiIL5,GO:BP,36,31,17949,1,466,0.002145922746781116,0.5642050639547557,0.4124717425158143,8370,H4C14,ENSG00000270882
GOBP_CELL_GROWTH,C5,AntiIL5,GO:BP,36,31,17949,1,470,0.002127659574468085,0.5666537569812339,0.4142619013499767,23136,EPB41L3,ENSG00000082397
GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION,C5,AntiIL5,GO:BP,36,31,17949,1,473,0.0021141649048625794,0.568293276359262,0.4154604999765178,55333,SYNJ2BP,ENSG00000213463
GOBP_POSITIVE_REGULATION_OF_ANION_TRANSPORT,C5,AntiIL5,GO:BP,36,31,17949,1,477,0.0020964360587002098,0.5699769591465339,0.4166913850172193,553,AVPR1B,ENSG00000198049
GOBP_RESPONSE_TO_EXTRACELLULAR_STIMULUS,C5,AntiIL5,GO:BP,36,31,17949,1,477,0.0020964360587002098,0.5699769591465339,0.4166913850172193,3627,CXCL10,ENSG00000169245
GOBP_ENDOMEMBRANE_SYSTEM_ORGANIZATION,C5,AntiIL5,GO:BP,36,31,17949,1,482,0.002074688796680498,0.5731151321327066,0.41898559994476636,23136,EPB41L3,ENSG00000082397
GOBP_ORGANELLE_FISSION,C5,AntiIL5,GO:BP,36,31,17949,1,486,0.00205761316872428,0.5754522065870418,0.42069415811652744,4600,MX2,ENSG00000183486
GOBP_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY,C5,AntiIL5,GO:BP,36,31,17949,1,492,0.0020325203252032522,0.5792695519548702,0.4234848936065924,3627,CXCL10,ENSG00000169245
GOBP_REGULATION_OF_ANATOMICAL_STRUCTURE_SIZE,C5,AntiIL5,GO:BP,36,31,17949,1,493,0.002028397565922921,0.5792969999258714,0.4235049599143068,553,AVPR1B,ENSG00000198049
GOBP_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,494,0.0020242914979757085,0.5793230910171833,0.4235240342519636,55323,LARP6,ENSG00000166173
